epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1718727372370,2024-06-18T19.16.12.370,0.000,-0.917,0.196,0.387
1718727372380,2024-06-18T19.16.12.380,0.010,-0.965,0.205,0.387
1718727372389,2024-06-18T19.16.12.389,0.019,-0.989,0.195,0.381
1718727372399,2024-06-18T19.16.12.399,0.029,-1.000,0.207,0.373
1718727372409,2024-06-18T19.16.12.409,0.039,-1.026,0.235,0.362
1718727372419,2024-06-18T19.16.12.419,0.049,-1.026,0.233,0.335
1718727372428,2024-06-18T19.16.12.428,0.058,-0.988,0.225,0.314
1718727372438,2024-06-18T19.16.12.438,0.068,-0.939,0.215,0.291
1718727372449,2024-06-18T19.16.12.449,0.079,-0.898,0.206,0.271
1718727372459,2024-06-18T19.16.12.459,0.089,-0.879,0.202,0.252
1718727372468,2024-06-18T19.16.12.468,0.098,-0.929,0.197,0.232
1718727372478,2024-06-18T19.16.12.478,0.108,-0.965,0.186,0.223
1718727372488,2024-06-18T19.16.12.488,0.118,-0.938,0.188,0.212
1718727372497,2024-06-18T19.16.12.497,0.127,-0.907,0.195,0.215
1718727372507,2024-06-18T19.16.12.507,0.137,-0.930,0.187,0.241
1718727372518,2024-06-18T19.16.12.518,0.148,-0.942,0.176,0.262
1718727372528,2024-06-18T19.16.12.528,0.158,-0.924,0.187,0.260
1718727372537,2024-06-18T19.16.12.537,0.167,-0.895,0.194,0.246
1718727372547,2024-06-18T19.16.12.547,0.177,-0.882,0.182,0.238
1718727372557,2024-06-18T19.16.12.557,0.187,-0.896,0.169,0.237
1718727372567,2024-06-18T19.16.12.567,0.197,-0.923,0.168,0.241
1718727372576,2024-06-18T19.16.12.576,0.206,-0.948,0.166,0.262
1718727372586,2024-06-18T19.16.12.586,0.216,-0.963,0.162,0.293
1718727372597,2024-06-18T19.16.12.597,0.227,-0.985,0.171,0.317
1718727372607,2024-06-18T19.16.12.607,0.237,-0.999,0.193,0.335
1718727372616,2024-06-18T19.16.12.616,0.246,-0.979,0.200,0.345
1718727372626,2024-06-18T19.16.12.626,0.256,-0.953,0.197,0.342
1718727372636,2024-06-18T19.16.12.636,0.266,-0.930,0.192,0.345
1718727372646,2024-06-18T19.16.12.646,0.276,-0.894,0.195,0.352
1718727372655,2024-06-18T19.16.12.655,0.285,-0.879,0.206,0.353
1718727372665,2024-06-18T19.16.12.665,0.295,-0.900,0.209,0.337
1718727372676,2024-06-18T19.16.12.676,0.306,-0.912,0.210,0.325
1718727372686,2024-06-18T19.16.12.686,0.316,-0.911,0.221,0.333
1718727372695,2024-06-18T19.16.12.695,0.325,-0.913,0.233,0.342
1718727372705,2024-06-18T19.16.12.705,0.335,-0.931,0.246,0.341
1718727372715,2024-06-18T19.16.12.715,0.345,-0.944,0.263,0.335
1718727372726,2024-06-18T19.16.12.726,0.356,-0.938,0.284,0.330
1718727372734,2024-06-18T19.16.12.734,0.364,-0.941,0.305,0.327
1718727372745,2024-06-18T19.16.12.745,0.375,-0.945,0.314,0.314
1718727372755,2024-06-18T19.16.12.755,0.385,-0.939,0.323,0.307
1718727372764,2024-06-18T19.16.12.764,0.394,-0.938,0.345,0.313
1718727372774,2024-06-18T19.16.12.774,0.404,-0.953,0.370,0.337
1718727372784,2024-06-18T19.16.12.784,0.414,-0.958,0.395,0.366
1718727372794,2024-06-18T19.16.12.794,0.424,-0.938,0.429,0.373
1718727372803,2024-06-18T19.16.12.803,0.433,-0.915,0.469,0.355
1718727372813,2024-06-18T19.16.12.813,0.443,-0.898,0.488,0.349
1718727372824,2024-06-18T19.16.12.824,0.454,-0.884,0.491,0.369
1718727372834,2024-06-18T19.16.12.834,0.464,-0.885,0.483,0.400
1718727372843,2024-06-18T19.16.12.843,0.473,-0.888,0.468,0.440
1718727372853,2024-06-18T19.16.12.853,0.483,-0.881,0.461,0.470
1718727372863,2024-06-18T19.16.12.863,0.493,-0.883,0.470,0.485
1718727372873,2024-06-18T19.16.12.873,0.503,-0.872,0.492,0.480
1718727372882,2024-06-18T19.16.12.882,0.512,-0.849,0.521,0.434
1718727372893,2024-06-18T19.16.12.893,0.523,-0.837,0.551,0.399
1718727372903,2024-06-18T19.16.12.903,0.533,-0.844,0.557,0.396
1718727372913,2024-06-18T19.16.12.913,0.543,-0.862,0.538,0.415
1718727372922,2024-06-18T19.16.12.922,0.552,-0.879,0.520,0.441
1718727372932,2024-06-18T19.16.12.932,0.562,-0.872,0.510,0.467
1718727372942,2024-06-18T19.16.12.942,0.572,-0.874,0.510,0.479
1718727372953,2024-06-18T19.16.12.953,0.583,-0.882,0.512,0.478
1718727372961,2024-06-18T19.16.12.961,0.591,-0.879,0.512,0.463
1718727372972,2024-06-18T19.16.12.972,0.602,-0.847,0.514,0.451
1718727372982,2024-06-18T19.16.12.982,0.612,-0.792,0.510,0.431
1718727372992,2024-06-18T19.16.12.992,0.622,-0.782,0.527,0.411
1718727373001,2024-06-18T19.16.13.001,0.631,-0.844,0.540,0.378
1718727373011,2024-06-18T19.16.13.011,0.641,-0.902,0.536,0.376
1718727373021,2024-06-18T19.16.13.021,0.651,-0.912,0.534,0.393
1718727373030,2024-06-18T19.16.13.030,0.660,-0.896,0.527,0.425
1718727373040,2024-06-18T19.16.13.040,0.670,-0.834,0.523,0.450
1718727373051,2024-06-18T19.16.13.051,0.681,-0.728,0.530,0.464
1718727373061,2024-06-18T19.16.13.061,0.691,-0.648,0.536,0.451
1718727373070,2024-06-18T19.16.13.070,0.700,-0.663,0.550,0.409
1718727373080,2024-06-18T19.16.13.080,0.710,-0.709,0.560,0.376
1718727373090,2024-06-18T19.16.13.090,0.720,-0.741,0.557,0.353
1718727373101,2024-06-18T19.16.13.101,0.731,-0.802,0.541,0.342
1718727373109,2024-06-18T19.16.13.109,0.739,-0.808,0.504,0.381
1718727373120,2024-06-18T19.16.13.120,0.750,-0.812,0.480,0.430
1718727373130,2024-06-18T19.16.13.130,0.760,-0.843,0.456,0.479
1718727373140,2024-06-18T19.16.13.140,0.770,-0.806,0.412,0.527
1718727373149,2024-06-18T19.16.13.149,0.779,-0.749,0.398,0.561
1718727373159,2024-06-18T19.16.13.159,0.789,-0.773,0.424,0.545
1718727373169,2024-06-18T19.16.13.169,0.799,-0.975,0.454,0.464
1718727373180,2024-06-18T19.16.13.180,0.810,-1.101,0.434,0.394
1718727373188,2024-06-18T19.16.13.188,0.818,-1.015,0.410,0.359
1718727373199,2024-06-18T19.16.13.199,0.829,-0.922,0.406,0.378
1718727373209,2024-06-18T19.16.13.209,0.839,-0.891,0.379,0.446
1718727373219,2024-06-18T19.16.13.219,0.849,-0.890,0.327,0.497
1718727373228,2024-06-18T19.16.13.228,0.858,-0.880,0.274,0.521
1718727373238,2024-06-18T19.16.13.238,0.868,-0.867,0.237,0.504
1718727373248,2024-06-18T19.16.13.248,0.878,-0.993,0.235,0.463
1718727373257,2024-06-18T19.16.13.257,0.887,-1.078,0.230,0.435
1718727373268,2024-06-18T19.16.13.268,0.898,-0.982,0.225,0.419
1718727373278,2024-06-18T19.16.13.278,0.908,-0.911,0.237,0.427
1718727373288,2024-06-18T19.16.13.288,0.918,-0.903,0.238,0.447
1718727373297,2024-06-18T19.16.13.297,0.927,-0.856,0.221,0.449
1718727373307,2024-06-18T19.16.13.307,0.937,-0.775,0.195,0.463
1718727373317,2024-06-18T19.16.13.317,0.947,-0.734,0.163,0.489
1718727373328,2024-06-18T19.16.13.328,0.958,-0.700,0.153,0.517
1718727373336,2024-06-18T19.16.13.336,0.966,-0.679,0.165,0.542
1718727373347,2024-06-18T19.16.13.347,0.977,-0.682,0.140,0.545
1718727373357,2024-06-18T19.16.13.357,0.987,-0.704,0.086,0.523
1718727373367,2024-06-18T19.16.13.367,0.997,-0.714,0.060,0.470
1718727373376,2024-06-18T19.16.13.376,1.006,-0.710,0.082,0.450
1718727373386,2024-06-18T19.16.13.386,1.016,-0.732,0.100,0.454
1718727373396,2024-06-18T19.16.13.396,1.026,-0.780,0.104,0.449
1718727373407,2024-06-18T19.16.13.407,1.037,-0.810,0.103,0.422
1718727373415,2024-06-18T19.16.13.415,1.045,-0.837,0.094,0.393
1718727373426,2024-06-18T19.16.13.426,1.056,-0.835,0.075,0.384
1718727373436,2024-06-18T19.16.13.436,1.066,-0.815,0.037,0.416
