epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718718871703,2024-06-18T16.54.31.703,0.000,5.427,4.451,1.402
1718718871714,2024-06-18T16.54.31.714,0.011,5.305,4.817,1.524
1718718871724,2024-06-18T16.54.31.724,0.021,4.756,3.659,0.488
1718718871734,2024-06-18T16.54.31.734,0.031,3.354,0.854,-0.549
1718718871743,2024-06-18T16.54.31.743,0.040,1.829,-2.317,-0.732
1718718871753,2024-06-18T16.54.31.753,0.050,-0.366,-3.780,-0.976
1718718871763,2024-06-18T16.54.31.763,0.060,-3.171,-4.268,-1.037
1718718871772,2024-06-18T16.54.31.772,0.069,-4.695,-5.610,-0.427
1718718871782,2024-06-18T16.54.31.782,0.079,-5.183,-6.585,-0.305
1718718871793,2024-06-18T16.54.31.793,0.090,-6.098,-6.098,-0.549
1718718871803,2024-06-18T16.54.31.803,0.100,-6.280,-6.037,-1.159
1718718871812,2024-06-18T16.54.31.812,0.109,-6.341,-6.098,-1.585
1718718871822,2024-06-18T16.54.31.822,0.119,-6.524,-5.427,-1.463
1718718871832,2024-06-18T16.54.31.832,0.129,-6.402,-4.512,-1.341
1718718871842,2024-06-18T16.54.31.842,0.139,-6.220,-3.293,-1.402
1718718871851,2024-06-18T16.54.31.851,0.148,-6.159,-1.951,-2.195
1718718871862,2024-06-18T16.54.31.862,0.159,-5.610,-0.793,-3.171
1718718871872,2024-06-18T16.54.31.872,0.169,-5.854,-1.159,-3.780
1718718871882,2024-06-18T16.54.31.882,0.179,-5.549,-2.134,-4.268
1718718871891,2024-06-18T16.54.31.891,0.188,-5.366,-2.622,-4.939
1718718871901,2024-06-18T16.54.31.901,0.198,-6.646,-4.085,-5.549
1718718871911,2024-06-18T16.54.31.911,0.208,-6.951,-8.902,-6.707
1718718871922,2024-06-18T16.54.31.922,0.219,-5.122,-7.866,-4.146
1718718871930,2024-06-18T16.54.31.930,0.227,-5.427,1.829,-2.622
1718718871941,2024-06-18T16.54.31.941,0.238,-4.817,6.159,-4.878
1718718871951,2024-06-18T16.54.31.951,0.248,-2.439,0.366,-4.878
1718718871961,2024-06-18T16.54.31.961,0.258,0.061,-4.512,-2.195
1718718871970,2024-06-18T16.54.31.970,0.267,-0.427,-2.561,-2.012
1718718871980,2024-06-18T16.54.31.980,0.277,-0.793,-0.427,-2.439
1718718871990,2024-06-18T16.54.31.990,0.287,0.183,-0.183,-1.159
1718718872001,2024-06-18T16.54.32.001,0.298,0.549,-0.488,-0.305
1718718872009,2024-06-18T16.54.32.009,0.306,1.037,-0.732,-0.183
1718718872020,2024-06-18T16.54.32.020,0.317,0.915,0.122,-0.122
1718718872030,2024-06-18T16.54.32.030,0.327,1.159,0.549,-0.488
1718718872039,2024-06-18T16.54.32.039,0.336,1.402,0.305,-0.305
1718718872049,2024-06-18T16.54.32.049,0.346,0.976,-0.061,-0.183
1718718872059,2024-06-18T16.54.32.059,0.356,0.122,-0.488,-0.610
1718718872070,2024-06-18T16.54.32.070,0.367,-0.976,-1.280,-0.915
1718718872078,2024-06-18T16.54.32.078,0.375,-1.524,-1.829,-0.610
1718718872089,2024-06-18T16.54.32.089,0.386,-1.524,-1.707,-0.183
1718718872099,2024-06-18T16.54.32.099,0.396,-1.402,-1.951,-0.549
1718718872109,2024-06-18T16.54.32.109,0.406,-1.037,-2.683,-0.915
1718718872118,2024-06-18T16.54.32.118,0.415,-0.610,-2.805,-0.915
1718718872128,2024-06-18T16.54.32.128,0.425,-1.220,-2.439,-1.280
1718718872138,2024-06-18T16.54.32.138,0.435,-2.439,-2.927,-2.439
1718718872149,2024-06-18T16.54.32.149,0.446,-3.415,-4.207,-2.622
1718718872157,2024-06-18T16.54.32.157,0.454,-4.634,-6.585,-2.317
1718718872168,2024-06-18T16.54.32.168,0.465,-4.085,-7.866,-1.341
1718718872178,2024-06-18T16.54.32.178,0.475,-3.232,-5.854,-0.976
1718718872188,2024-06-18T16.54.32.188,0.485,-2.744,-1.768,-0.732
1718718872197,2024-06-18T16.54.32.197,0.494,-2.073,-0.305,-1.220
1718718872207,2024-06-18T16.54.32.207,0.504,-0.732,-2.561,-1.646
1718718872217,2024-06-18T16.54.32.217,0.514,0.488,-3.841,-1.098
1718718872228,2024-06-18T16.54.32.228,0.525,0.061,-2.134,-1.159
1718718872237,2024-06-18T16.54.32.237,0.534,-0.732,-1.098,-1.707
