epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718727372380,2024-06-18T19.16.12.380,0.000,1.159,5.854,-8.902
1718727372389,2024-06-18T19.16.12.389,0.009,1.220,5.183,-8.841
1718727372399,2024-06-18T19.16.12.399,0.019,1.341,1.341,-8.110
1718727372409,2024-06-18T19.16.12.409,0.029,1.768,-3.110,-5.488
1718727372419,2024-06-18T19.16.12.419,0.039,1.280,-6.951,-2.927
1718727372428,2024-06-18T19.16.12.428,0.048,2.073,-8.415,-1.646
1718727372438,2024-06-18T19.16.12.438,0.058,3.354,-6.829,-1.098
1718727372449,2024-06-18T19.16.12.449,0.069,5.183,-2.683,-1.037
1718727372459,2024-06-18T19.16.12.459,0.079,6.951,1.524,-0.549
1718727372468,2024-06-18T19.16.12.468,0.088,7.866,4.451,-0.244
1718727372478,2024-06-18T19.16.12.478,0.098,7.805,4.146,0.244
1718727372488,2024-06-18T19.16.12.488,0.108,7.195,0.610,0.183
1718727372498,2024-06-18T19.16.12.498,0.118,5.793,-1.220,0.854
1718727372507,2024-06-18T19.16.12.507,0.127,3.049,-0.793,2.012
1718727372518,2024-06-18T19.16.12.518,0.138,1.402,-0.061,2.317
1718727372528,2024-06-18T19.16.12.528,0.148,1.280,0.610,2.134
1718727372537,2024-06-18T19.16.12.537,0.157,1.220,2.927,2.012
1718727372547,2024-06-18T19.16.12.547,0.167,1.646,6.220,1.768
1718727372557,2024-06-18T19.16.12.557,0.177,3.659,10.061,1.037
1718727372567,2024-06-18T19.16.12.567,0.187,6.829,13.171,0.122
1718727372576,2024-06-18T19.16.12.576,0.196,9.146,14.268,-1.159
1718727372586,2024-06-18T19.16.12.586,0.206,9.756,14.146,-1.829
1718727372597,2024-06-18T19.16.12.597,0.217,9.756,13.476,-0.915
1718727372607,2024-06-18T19.16.12.607,0.227,8.720,10.488,0.549
1718727372616,2024-06-18T19.16.12.616,0.236,6.768,4.634,1.524
1718727372626,2024-06-18T19.16.12.626,0.246,4.329,-1.585,2.134
1718727372636,2024-06-18T19.16.12.636,0.256,2.012,-5.793,2.500
1718727372646,2024-06-18T19.16.12.646,0.266,0.732,-7.317,1.524
1718727372655,2024-06-18T19.16.12.655,0.275,0.793,-5.000,-0.244
1718727372665,2024-06-18T19.16.12.665,0.285,0.976,-0.976,-1.524
1718727372676,2024-06-18T19.16.12.676,0.296,1.585,1.768,-2.683
1718727372686,2024-06-18T19.16.12.686,0.306,2.195,2.195,-3.293
1718727372695,2024-06-18T19.16.12.695,0.315,2.012,0.671,-3.110
1718727372705,2024-06-18T19.16.12.705,0.325,1.707,-1.951,-2.256
1718727372715,2024-06-18T19.16.12.715,0.335,1.524,-5.061,-1.098
