epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718901173804,2024-06-20T19.32.53.804,0.000,-58.171,-11.829,-40.793
1718901173814,2024-06-20T19.32.53.814,0.010,-58.110,-12.500,-42.012
1718901173824,2024-06-20T19.32.53.824,0.020,-56.707,-11.951,-47.012
1718901173834,2024-06-20T19.32.53.834,0.030,-53.354,-3.415,-48.476
1718901173843,2024-06-20T19.32.53.843,0.039,-46.707,13.415,-48.293
1718901173853,2024-06-20T19.32.53.853,0.049,-38.841,31.829,-49.146
1718901173864,2024-06-20T19.32.53.864,0.060,-33.171,47.866,-50.610
1718901173874,2024-06-20T19.32.53.874,0.070,-32.195,52.500,-52.195
1718901173883,2024-06-20T19.32.53.883,0.079,-31.159,43.354,-51.951
1718901173893,2024-06-20T19.32.53.893,0.089,-24.695,26.098,-50.061
1718901173903,2024-06-20T19.32.53.903,0.099,-17.317,8.232,-46.707
1718901173913,2024-06-20T19.32.53.913,0.109,-13.049,-3.171,-42.500
1718901173922,2024-06-20T19.32.53.922,0.118,-9.207,-3.293,-38.598
1718901173932,2024-06-20T19.32.53.932,0.128,-7.317,2.622,-35.488
1718901173943,2024-06-20T19.32.53.943,0.139,-8.476,6.646,-33.049
1718901173951,2024-06-20T19.32.53.951,0.147,-7.805,7.744,-30.427
1718901173962,2024-06-20T19.32.53.962,0.158,-5.793,5.061,-28.110
1718901173972,2024-06-20T19.32.53.972,0.168,-2.744,0.549,-26.037
1718901173982,2024-06-20T19.32.53.982,0.178,0.854,-3.902,-23.293
1718901173991,2024-06-20T19.32.53.991,0.187,3.902,-6.951,-20.183
1718901174001,2024-06-20T19.32.54.001,0.197,7.500,-6.037,-17.317
1718901174012,2024-06-20T19.32.54.012,0.208,11.341,-0.854,-14.756
1718901174022,2024-06-20T19.32.54.022,0.218,13.963,5.610,-12.073
1718901174031,2024-06-20T19.32.54.031,0.227,13.415,13.171,-9.329
1718901174041,2024-06-20T19.32.54.041,0.237,9.268,19.390,-6.829
1718901174051,2024-06-20T19.32.54.051,0.247,4.146,20.915,-3.659
1718901174061,2024-06-20T19.32.54.061,0.257,0.183,17.866,0.122
1718901174070,2024-06-20T19.32.54.070,0.266,-2.683,11.402,4.146
1718901174080,2024-06-20T19.32.54.080,0.276,-5.122,2.500,8.659
1718901174091,2024-06-20T19.32.54.091,0.287,-9.146,-5.671,11.585
1718901174101,2024-06-20T19.32.54.101,0.297,-12.500,-10.244,12.134
1718901174110,2024-06-20T19.32.54.110,0.306,-15.061,-10.915,12.988
1718901174120,2024-06-20T19.32.54.120,0.316,-18.049,-8.963,13.841
1718901174130,2024-06-20T19.32.54.130,0.326,-20.976,-7.500,14.268
1718901174140,2024-06-20T19.32.54.140,0.336,-22.561,-8.110,13.780
1718901174149,2024-06-20T19.32.54.149,0.345,-21.646,-10.122,12.561
