epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718909092521,2024-06-20T21.44.52.521,0.000,24.024,-9.451,-18.354
1718909092531,2024-06-20T21.44.52.531,0.010,23.232,-10.854,-18.354
1718909092542,2024-06-20T21.44.52.542,0.021,22.256,-14.451,-18.659
1718909092550,2024-06-20T21.44.52.550,0.029,21.341,-14.573,-20.732
1718909092561,2024-06-20T21.44.52.561,0.040,19.939,-10.854,-25.000
1718909092571,2024-06-20T21.44.52.571,0.050,19.085,-7.073,-29.817
1718909092580,2024-06-20T21.44.52.580,0.059,20.305,-6.585,-33.049
1718909092590,2024-06-20T21.44.52.590,0.069,21.768,-9.207,-35.549
1718909092600,2024-06-20T21.44.52.600,0.079,22.439,-14.573,-37.988
1718909092611,2024-06-20T21.44.52.611,0.090,22.561,-20.061,-40.061
1718909092619,2024-06-20T21.44.52.619,0.098,22.866,-21.646,-41.646
1718909092630,2024-06-20T21.44.52.630,0.109,21.768,-22.988,-42.683
1718909092640,2024-06-20T21.44.52.640,0.119,21.402,-24.756,-43.963
1718909092650,2024-06-20T21.44.52.650,0.129,19.695,-26.220,-44.512
1718909092659,2024-06-20T21.44.52.659,0.138,17.134,-26.159,-42.500
1718909092669,2024-06-20T21.44.52.669,0.148,17.500,-21.768,-36.037
1718909092679,2024-06-20T21.44.52.679,0.158,18.659,-11.402,-28.354
1718909092690,2024-06-20T21.44.52.690,0.169,17.927,2.317,-22.073
1718909092698,2024-06-20T21.44.52.698,0.177,17.439,15.366,-16.280
1718909092709,2024-06-20T21.44.52.709,0.188,17.012,22.927,-12.439
1718909092719,2024-06-20T21.44.52.719,0.198,15.854,21.341,-10.793
1718909092729,2024-06-20T21.44.52.729,0.208,11.951,9.817,-11.402
1718909092738,2024-06-20T21.44.52.738,0.217,5.549,-6.585,-13.110
1718909092748,2024-06-20T21.44.52.748,0.227,-0.305,-21.829,-13.049
1718909092758,2024-06-20T21.44.52.758,0.237,-7.195,-31.585,-11.524
1718909092769,2024-06-20T21.44.52.769,0.248,-13.841,-35.427,-9.573
1718909092778,2024-06-20T21.44.52.778,0.257,-17.561,-35.061,-7.012
1718909092788,2024-06-20T21.44.52.788,0.267,-20.671,-33.171,-5.061
1718909092798,2024-06-20T21.44.52.798,0.277,-22.317,-30.427,-3.598
1718909092807,2024-06-20T21.44.52.807,0.286,-20.793,-26.098,-1.524
1718909092817,2024-06-20T21.44.52.817,0.296,-18.720,-21.463,0.427
1718909092827,2024-06-20T21.44.52.827,0.306,-16.829,-15.854,1.280
1718909092838,2024-06-20T21.44.52.838,0.317,-14.512,-8.415,1.463
1718909092846,2024-06-20T21.44.52.846,0.325,-10.000,0.732,2.622
1718909092857,2024-06-20T21.44.52.857,0.336,-4.878,11.585,4.634
1718909092867,2024-06-20T21.44.52.867,0.346,-0.427,23.293,7.012
1718909092877,2024-06-20T21.44.52.877,0.356,3.476,31.768,9.207
1718909092886,2024-06-20T21.44.52.886,0.365,5.854,33.354,10.122
1718909092896,2024-06-20T21.44.52.896,0.375,5.671,27.256,8.232
1718909092906,2024-06-20T21.44.52.906,0.385,3.232,14.207,4.939
1718909092917,2024-06-20T21.44.52.917,0.396,-0.793,-2.561,2.317
1718909092925,2024-06-20T21.44.52.925,0.404,-5.366,-18.598,0.427
1718909092936,2024-06-20T21.44.52.936,0.415,-11.707,-32.561,-0.305
1718909092946,2024-06-20T21.44.52.946,0.425,-14.268,-38.598,2.988
1718909092956,2024-06-20T21.44.52.956,0.435,-13.963,-29.207,12.439
1718909092965,2024-06-20T21.44.52.965,0.444,-15.122,-5.549,25.793
1718909092975,2024-06-20T21.44.52.975,0.454,-16.951,26.220,40.610
1718909092986,2024-06-20T21.44.52.986,0.465,-18.720,62.317,57.134
1718909092996,2024-06-20T21.44.52.996,0.475,-20.305,98.598,76.524
1718909093005,2024-06-20T21.44.53.005,0.484,-24.268,125.244,95.427
1718909093015,2024-06-20T21.44.53.015,0.494,-29.634,136.951,112.012
1718909093025,2024-06-20T21.44.53.025,0.504,-37.805,132.195,123.232
1718909093034,2024-06-20T21.44.53.034,0.513,-47.805,112.988,126.524
1718909093044,2024-06-20T21.44.53.044,0.523,-56.402,84.695,123.110
1718909093054,2024-06-20T21.44.53.054,0.533,-66.341,52.622,115.915
1718909093065,2024-06-20T21.44.53.065,0.544,-76.098,18.841,107.012
1718909093073,2024-06-20T21.44.53.073,0.552,-80.366,-14.695,98.171
1718909093084,2024-06-20T21.44.53.084,0.563,-81.768,-45.427,89.146
1718909093094,2024-06-20T21.44.53.094,0.573,-79.512,-68.232,81.829
1718909093104,2024-06-20T21.44.53.104,0.583,-70.793,-74.146,81.890
1718909093113,2024-06-20T21.44.53.113,0.592,-63.537,-59.329,87.683
1718909093123,2024-06-20T21.44.53.123,0.602,-60.915,-28.476,90.305
1718909093133,2024-06-20T21.44.53.133,0.612,-61.524,2.317,85.793
1718909093144,2024-06-20T21.44.53.144,0.623,-59.939,21.646,76.890
1718909093153,2024-06-20T21.44.53.153,0.632,-55.549,24.451,64.878
1718909093163,2024-06-20T21.44.53.163,0.642,-49.817,13.780,50.488
1718909093173,2024-06-20T21.44.53.173,0.652,-43.049,-1.463,36.098
1718909093183,2024-06-20T21.44.53.183,0.662,-34.939,-12.195,23.841
1718909093192,2024-06-20T21.44.53.192,0.671,-28.110,-13.110,12.134
1718909093202,2024-06-20T21.44.53.202,0.681,-23.841,-6.829,-0.183
1718909093213,2024-06-20T21.44.53.213,0.692,-18.110,1.280,-10.915
1718909093221,2024-06-20T21.44.53.221,0.700,-9.573,6.159,-17.256
1718909093232,2024-06-20T21.44.53.232,0.711,-0.854,8.537,-22.622
1718909093242,2024-06-20T21.44.53.242,0.721,4.756,8.720,-31.341
1718909093252,2024-06-20T21.44.53.252,0.731,8.963,5.549,-40.610
1718909093261,2024-06-20T21.44.53.261,0.740,13.537,-1.829,-48.232
1718909093271,2024-06-20T21.44.53.271,0.750,20.488,-6.402,-54.146
1718909093281,2024-06-20T21.44.53.281,0.760,26.463,-3.232,-59.756
1718909093292,2024-06-20T21.44.53.292,0.771,32.195,6.402,-64.817
1718909093300,2024-06-20T21.44.53.300,0.779,38.171,18.720,-69.939
1718909093311,2024-06-20T21.44.53.311,0.790,43.171,29.451,-75.488
1718909093321,2024-06-20T21.44.53.321,0.800,47.561,32.561,-81.098
1718909093331,2024-06-20T21.44.53.331,0.810,53.659,25.122,-85.915
1718909093340,2024-06-20T21.44.53.340,0.819,59.329,11.037,-89.573
1718909093350,2024-06-20T21.44.53.350,0.829,61.707,-7.134,-92.378
1718909093361,2024-06-20T21.44.53.361,0.840,62.744,-25.000,-94.390
1718909093371,2024-06-20T21.44.53.371,0.850,63.354,-38.598,-93.902
1718909093380,2024-06-20T21.44.53.380,0.859,60.305,-45.671,-91.890
1718909093390,2024-06-20T21.44.53.390,0.869,57.195,-47.378,-86.524
1718909093400,2024-06-20T21.44.53.400,0.879,55.061,-42.927,-76.951
1718909093410,2024-06-20T21.44.53.410,0.889,50.000,-32.866,-65.244
1718909093419,2024-06-20T21.44.53.419,0.898,44.207,-19.390,-53.293
1718909093429,2024-06-20T21.44.53.429,0.908,39.329,-6.280,-39.390
1718909093440,2024-06-20T21.44.53.440,0.919,35.122,9.146,-25.854
1718909093448,2024-06-20T21.44.53.448,0.927,31.159,22.866,-11.585
1718909093459,2024-06-20T21.44.53.459,0.938,27.622,28.415,2.500
1718909093469,2024-06-20T21.44.53.469,0.948,24.451,25.488,11.951
1718909093479,2024-06-20T21.44.53.479,0.958,20.122,19.878,16.890
1718909093488,2024-06-20T21.44.53.488,0.967,11.646,16.098,18.720
1718909093498,2024-06-20T21.44.53.498,0.977,0.427,14.878,19.756
1718909093508,2024-06-20T21.44.53.508,0.987,-11.646,15.549,21.037
1718909093519,2024-06-20T21.44.53.519,0.998,-22.805,14.939,21.098
1718909093528,2024-06-20T21.44.53.528,1.007,-32.561,11.280,18.841
1718909093538,2024-06-20T21.44.53.538,1.017,-37.927,6.159,12.439
